NEW MEXICO,1431186103,1317786882,1255124951,1282898163,1284540518,1278414832,1229082971,1220165814,1212443944,1227588088,1267211758,1262434884,1220474796,490994344,457035774,442361780,450509983,443880915,440844736,420623733,386397893,361784557,387734585,390637261,392631682,365724715,100009467,86969477,76443820,74019338,67435746,66079717,64765143,60838628,66333120,71269203,74630120,70534746,62854760,0,0,0,0,0,0,0,0,0,0,0,0,0,168158247,128310927,108926816,106860207,105846083,104541256,109585137,111963169,96388888,106128779,114881944,111597004,109541384,589321,158044,207557,280270,331141,313151,171558,186072,164753,309931,242631,561578,222254,910768721,864115235,802303610,812194460,817738019,847109283,815639008,819232466,812388595,759603649,810813944,780041292,768109061,227222531,260634162,189153566,242012661,239933729,244296743,237825060,230426679,231283089,235643933,244800393,238451828,238530972,25917000,23103470,20247349,20459193,21111684,20432853,19862262,19724118,19695968,20187988,22110454,20452286,19706252,56191614,53385804,51344206,50579444,49704034,54858348,53569129,53010509,53488741,53849347,60093544,59589633,56177669,52630389,9925374,11516244,16254980,13730756,7329447,10986399,11249479,9868910,12684952,12220583,14571868,23067984
NEW YORK,26040438496,25646666922,24297034293,25538665624,24955914396,23422021418,23257979639,22291798554,22224345077,22145426340,22419307008,21827433438,20863490167,13070553080,13529567470,13086262810,13445450593,13224238070,13181503263,12447964699,11327198406,10879677566,10225653869,9503553756,9072740319,8566667151,2446603383,2146231534,2173137701,1947700741,2330670892,1954044949,1555632900,1720171027,1947268830,2139733798,1819078363,1693592837,1481226288,2926145559,2911792863,2823927967,700315586,679986514,687919243,650215228,705615416,718127746,762253550,552605765,297343570,271761505,723989797,836804063,897954193,752814216,729050211,691049529,680979765,653662681,629094566,714999790,762178144,748285803,813379677,0,0,0,4731889,4637837,4607343,3865622,4256987,4216155,4358260,5055168,4797695,4618238,16710721922,12831073577,12880552577,13124107289,13001229501,12366562055,14932182526,14836959000,14908692000,14969960000,15355715000,14888127000,–,7519092334,7030294696,6281950779,6237150014,5899620055,5435581682,5556225262,5721962000,5608034000,5544289000,5223161000,5155484000,–,981993592,919341606,902071649,876904801,862487334,768967796,763772177,939548000,953803000,933723000,827389000,822982000,–,809463699,408983093,389717824,375406399,360322706,347155761,336472875,340806000,343337000,349341000,359368000,353816000,–,198492404,200471292,198596622,235457376,234329132,222454853,239968656,238860940,238048960,254837832,271573000,306455000,–
NORTH CAROLINA,6475312158,6424001715,6142486971,5972552349,5810077695,5685088966,5345590450,5405041482,5318474687,5450500572,5495032747,5851080457,5464226279,2419463469,2328925513,2148967578,2014734967,1895979682,1878685026,1801460292,1759957990,1658937547,1566741540,1445007175,1439718543,1318279507,314325688,324325339,314554687,295970921,284478789,265189996,237655169,243292571,263158400,267060529,274235103,277170515,190866319,0,0,0,0,0,0,0,0,0,0,0,0,0,444478635,435544346,434874382,435368544,404207678,390050713,401262740,448487364,429912208,418096055,426813650,429161517,331245191,260537,458156,331782,6074,448700,0,0,247756,24277,0,0,165295,47718,3579902798,3530851892,3341898012,3261446733,3130095027,3094572049,2879449376,2912574969,2906027100,2934305157,2980372878,3156309140,–,559783580,551345622,526079082,513657653,486106182,478433669,444438752,449770779,445943139,461418144,469504647,472745829,–,294723512,296601341,283590278,278291759,267689701,261693168,244363497,246958448,246537694,254420417,265182991,272588293,–,401190802,403253993,399847145,405306900,396629007,379422986,352344935,347958385,342337985,374670067,369525445,358022268,–,5533937,2858523,3839119,4378222,5628453,2777974,6582393,7986154,10899038,11016067,29449246,65036402,–
NORTH DAKOTA,670898825,648878958,623710941,616846428,590288149,555688588,502130276,470449919,446277447,426980036,405128999,386587329,369246416,263975012,246068490,237450303,231437847,221357132,204526278,170466147,159741368,142380475,131942985,122535846,113367278,104249183,27950348,27483470,22532295,22322526,23072109,23075575,18122084,18492102,19343775,17889771,18015645,15377885,14568096,586621,835824,1140577,915960,1983113,932628,1021431,859081,917629,691924,983147,952048,1013149,32203992,30501850,28387193,29925899,28732451,28840311,28531130,26614010,26894476,27022670,28160495,22989879,23605495,5757567,5903313,5285687,4863896,4199697,4299463,4680441,3135127,5766023,2994566,3186490,2621895,2461247,437997699,427473449,413600401,416363380,396354988,373120021,353082368,336178869,317657692,300952306,283077204,271480534,257536185,137636905,129280034,121364117,112082916,109284267,99572332,91978149,77797306,77121612,75862056,72449941,68508704,63820824,31121129,29871951,30086858,29616834,28566013,26869164,26096159,24844172,24908877,23978226,23240290,22522838,21686809,64143092,62253523,58659565,58783297,56082881,56127071,30973600,31629572,26589264,26187448,26361563,24075252,26202598,–,–,–,–,–,–,–,–,–,–,–,–,–
OHIO,8624909409,8354856326,8049163822,7852213257,7526394035,7488983477,7337894083,7168926361,7295353861,7419241953,7436422114,7302474749,7134459604,3218605760,3094643704,2978669367,2868220147,2775349021,2725876361,2665555044,2534372961,2544023233,2578234286,2515056460,2425987597,2368094894,919758419,1018066285,965258295,934871629,725767026,711777616,692420988,626852554,588716216,578882460,559151723,524223542,515629978,481120872,422793034,411892546,412953436,306116493,296098587,281454269,254930085,245998962,234399786,214902442,208157325,197052313,473024745,466715251,453542559,475638013,459953449,449801500,438661222,398155972,389686544,412847174,445040048,433360902,434255642,143562831,169541315,163316176,159711988,160760992,152332532,150754873,153696017,149722868,149047515,151206403,155237863,151786591,5521570886,5361243316,5185504162,5071533016,4848745736,4792489241,4711841124,4740866539,4874386090,4936703317,4941697862,4876172808,4760374058,1688563488,1602278909,1521913182,1474191215,1397113541,1377216833,1349987076,1349469705,1359613806,1412014783,1359659520,1300421830,1248557019,325976099,314581274,303706075,295233027,293325596,286413232,287817957,306145654,314071966,327116453,339989483,336634785,331230339,–,–,–,–,–,–,–,–,–,1757,–,–,4460,129168630,104491986,396353718,129102365,128339287,121529063,116562028,85957060,74599676,88216930,104477112,110022389,115484228
OKLAHOMA,2629816376,2502462034,2171164906,2124218031,2163799235,2141679943,2102580502,2073159122,2036896074,2017034173,2091723624,2059085862,2035769518,840667628,799933478,716169635,695510658,696168233,679060168,662910251,636947074,621640177,613229010,624221998,584338406,553177049,97721359,72560156,60208473,58738517,59181360,65285832,60316284,54338199,53611529,47986347,44297705,41862692,40502617,796341,1876231,1882383,1759533,1787706,2077073,1856597,2189692,1159936,470268,144208,0,0,204354662,239901018,187781581,182005443,193958854,164994457,168888422,171856648,152807476,174221979,219922119,214302338,207652241,8823416,10989234,10396193,10564718,10542623,10110578,10218495,9815958,10094031,9112276,9192042,8786953,8483607,1530045197,1442012742,1226517999,1208104704,1244377568,1238839879,1223691281,1225984684,1219061909,1208674311,1310420339,1304542729,1281226806,235267827,224031151,190810561,188826106,189148316,188883431,185274049,186703261,184377228,185299692,195173991,189931696,188246332,52537545,48809709,42295079,42299969,43296666,43996631,44095597,44701715,45666250,46122405,50857502,52100918,52795415,218003428,212132194,181680901,179708651,186297642,185814295,193420552,195269938,194102705,199160207,241992671,225031772,234371151,35713093,60191204,35823536,43142430,54882340,36361300,47264338,40217143,29821187,39133122,43735420,53958627,–
OREGON,2457457805,2407936486,2323164810,2239093811,2144702209,2010753032,1897876834,1832779367,1836483941,1927066961,1936211419,1948924024,1903277026,1514478499,1373030391,1321895254,1186291338,1138170892,1128279803,1083270405,1001104186,996077175,920550170,901639318,938112760,891955354,157950294,176214264,160861085,139382319,130149629,122513995,112831691,112389069,112236645,120585696,120957971,130335138,132056141,24440155,24564975,23175993,23068611,24197003,24415702,23931386,20703825,19457945,20290326,20167613,24544580,22648619,179953988,218168802,195388342,202781484,197141906,178333562,150453522,144572076,148929939,158326516,161439663,160367729,192512977,15834431,17378557,17367917,16890674,16118147,15729166,13630204,15085129,16963969,18350606,16934909,16677088,15617415,1549501545,1522071979,1476853465,1432237954,1385366027,1293216687,1223316379,1152976453,1187228968,1237178875,1565580042,1575843740,1216968445,244519550,234767908,223942066,213481736,204346954,196193466,188514102,178527035,177058974,181520968,175054362,169947349,167786932,47708397,46967980,42677820,41077106,35500278,33132212,30159969,29930195,30119922,35163782,37992813,38400290,36538769,150215407,151202354,147063023,144653743,135353696,131694475,124464630,149349574,125378945,134847304,88373137,91356031,86777447,23561459,29405514,24000251,35528636,35502387,26606833,16365549,13018227,15813211,23703996,21475279,25547376,43468417
PENNSYLVANIA,10146621506,9889284341,9648426122,9396614604,9192617201,9105193320,9022166954,9035398037,9045636393,9318410119,9078091010,8725192001,8376840204,6421247151,6238290595,6057829404,5724229493,5305249972,4836292801,4381875827,4037638423,3633493138,3381178073,3176888523,2993434199,3056171089,869902190,878616952,891766923,833923560,783388448,678115884,750909610,741696669,719952301,810393145,771405886,679050489,646786587,422014331,446860669,375988258,343761538,294734165,299461526,285164859,269185402,264973151,268900326,255310717,251451603,227048789,538792941,542502319,525995073,541481564,474936105,491422808,466610663,482110924,468636468,569513058,579651116,524086694,518829959,38253155,38912077,39537582,31784447,32210273,29309645,28401850,29891273,25772550,33918005,28630626,27798021,23631833,7328412342,7155933310,6997795780,6832165438,6689695836,6624257834,6627989259,6651898357,6658777665,6850425827,6695464008,6437610207,6175169866,2243406484,2148999336,2069272296,1988886783,1932649983,1905590740,1830378835,1804121004,1781739941,1797785671,1750929716,1670489528,1586153192,239049789,237323026,237815180,236811116,236967508,237204805,240971365,241460639,248547169,279083219,285678309,280335982,279164078,335752891,347028669,343542866,338751267,333303874,338139941,310589469,322930070,339474166,391115401,346018976,336756283,336353068,122453557,125810335,129145274,164279432,177565080,176770361,169061063,190585233,183528098,235923585,250204631,223083645,213449927
RHODE ISLAND,960788567,937636911,915654635,892528833,870707558,857108655,841424464,831416315,860983228,861667662,834178235,825839590,824987382,475142685,459360559,439414405,433086916,420972497,410935432,384164858,373797822,368578861,347020293,352977033,339835657,351928834,15472973,16645043,15890006,14093458,11912511,13316870,11176062,9410521,11329741,10339342,9174542,10397772,11554719,81611038,75527921,68899925,64184593,65414116,72176029,73885903,75075391,82686311,79309002,74797720,80151237,75223521,23401856,23133435,22566812,23156982,23692688,22127798,20129334,20873130,19188495,25251875,23155842,23304570,23408280,1327037,1320540,1283896,1056220,1038857,1070339,977536,790409,741210,737533,640468,1249180,1108978,665247349,642297002,633151544,622818941,612061606,603727639,600935423,590162788,586889259,594711321,587757057,575665185,582564197,161564076,153094582,145517765,142874651,138788729,136562673,136449447,132230525,134908269,135863879,133727338,135767774,138143775,21566203,19781228,18107169,16137397,15612283,14853165,13608714,12530360,12110679,11775353,13036487,12225235,12394818,42663453,42468775,39525006,35612423,32542717,31393869,30543063,26848879,27402080,27535216,24066821,48629718,39154401,3937533,4360024,4703089,5641475,4702500,5530608,4163593,4453836,3636871,5263271,4073841,5321398,5437137
SOUTH CAROLINA,3198816923,3037153303,2983636469,2922020854,2842957939,2774510751,2735300197,2693305623,2571504655,2569307630,2651843810,2719580648,2612886311,1329182482,1241633935,1158711036,1075491033,1027856244,983739924,943105355,900260367,821616482,796285088,785026901,786958761,760645250,161464972,216233548,198931022,192971984,174223413,160295929,137167159,128341264,126536985,128228411,129937007,129051840,117225246,226420,38598,113141,56097,78880,91098,33814,49671,1825375,2521370,2859174,892583,992795,181096799,186706558,194585797,240424876,168221664,161415640,184300651,180009397,200712334,171225546,193770406,164398922,161825949,18222381,23063201,23969596,24671522,23637835,23404385,29002172,22789768,21581226,21066209,21012302,25938498,28509000,2369408852,2232737227,2199007006,2163732517,2104258465,2069678392,2049185548,2020099954,1925858692,1928777741,1998331236,2059292319,1970616516,690223974,654663721,637338215,620354872,602672739,401420741,561862684,551593878,528960999,523343670,492493084,489998553,507285652,115564745,111276302,110527562,108581874,107401268,104922948,102704750,100293222,94069284,95493669,101039614,103308160,98810425,19086791,28665023,32235772,29351591,23820360,21326554,17351936,17188134,15916866,17555511,56529853,62774502,32118539,54677706,19462142,25946354,59287732,57410428,33661232,49090817,34650170,36178072,32987008,37180286,23460507,26783145
SOUTH DAKOTA,586088180,575515528,565085709,552512658,492307503,475667061,460458633,441855420,433855114,449743394,444366719,421782446,405552351,175793143,171221776,167924302,162846137,148722799,144488525,141196702,133452562,129205440,130049710,126559854,118218336,113527321,28817650,32123264,32774018,32536597,28655628,28944363,28091626,28021695,31169627,32994384,34216987,29717734,27054195,13863105,14403482,13850175,12594866,10788531,10833481,10949075,9892991,8049299,7313320,7606031,7409160,7724177,51602237,54052970,55334597,54046097,48481580,47056288,49686161,45163247,42886815,44732530,52128683,48323311,47256851,1417799,1550746,1586018,1953830,1876730,1509003,1601020,1470708,1718663,1346378,1590144,1321552,1607325,391757796,382848653,379327890,367274649,324628899,321133067,311554146,297862847,297569776,307012485,312260280,300045413,294333242,53421752,52043374,51148776,49920168,42242324,37690794,38226602,35946551,39144349,41231284,31963623,30689872,28169416,21647736,21119613,20509838,20625211,18841949,17975433,17838036,17460648,17521849,18745599,18090652,16480202,11419093,19912231,19798843,19195053,18565043,20853650,20047674,19071709,18242245,17521849,17357171,15280826,16649558,15942358,10200787,11417797,12034100,12636345,10952977,9843139,9495045,8829366,9236599,9061823,11042924,11648809,11910464
TENNESSEE,4055707393,3965062405,3892121512,3791470169,3665541150,3581742252,3564673980,3545256651,3483790952,3467349792,3400112306,3368416674,3273963709,1370511475,1367137812,1306080863,1258410350,1205592521,1206926424,1189137945,1160143025,1144100014,1132545670,1008550712,963176850,924869956,157463678,159547990,140569889,126009293,127147066,122743003,120189755,98843988,106229609,110668457,97973532,86883181,88284122,0,0,0,0,0,0,0,0,0,0,0,448825,331673,483707199,531000274,483104342,461240375,454033238,426920409,418176156,437708859,444155521,599448512,446716607,439767511,456625761,20265887,21234828,16899224,14979524,13249272,13335870,13549181,14178746,14470359,15027473,16922092,16184958,14992350,3020509121,2947591962,2909036388,2800866212,2718288808,2660545479,2655909141,2772699915,2715446035,2701011479,2643883844,2619961364,2549483050,427323476,416775784,403144200,390951829,379963645,375990200,373812757,539032787,539400633,534733435,522607920,500339651,485276652,153109466,149186154,148021583,144178643,140502505,139372788,143389785,146944298,147228361,152599797,153192492,152578899,148628623,87944000,89165899,90072680,84848785,78949539,75179976,74092399,86579651,81715923,79599681,80428049,95536760,90375374,86823410,68920375,45538279,40464532,53061526,53042307,58648043,61796783,79719021,68357096,65451706,63102838,76960207
TEXAS,25152105810,23645309262,23247112711,22537224218,22035575203,21014720337,20099881266,19297810131,18848804581,19881407108,19686185123,18866604132,18006206244,4650339383,4203230905,4079416088,3794494752,3664959920,3509535220,3164655260,2869785024,2844914009,3074614899,3015717309,2872423350,2771172182,1144210451,1152282274,1107105453,1058060589,1003668161,924909544,902305714,888576667,828320298,865177713,856631699,774805811,737297249,84468170,82398646,75666779,67415127,61011124,54508295,52542535,47637991,57122264,58714571,59865966,48971256,44588559,2024654156,1783611076,1710614109,1687197184,1928691432,1719678754,1651067518,1401264040,1445810976,1602088175,1892723936,1630929519,1567456053,252025103,310436353,296412130,287269978,276649797,267431102,249571997,240502108,226114801,237090236,236747089,221635490,214914973,14077135881,13323398064,13220081189,12877360254,12675265902,12254434089,11763278008,11430397148,11298856635,–,–,–,–,1898353213,1747181357,1685216424,1586480688,1581120336,1549189704,1501962597,1468636773,1394524883,–,–,–,–,959963060,890055964,858609185,809848933,782778464,736452171,692387606,658779806,643304473,–,–,–,–,3058449523,2853909894,2684271405,2594868533,2574704804,2476252749,2360114440,2174722990,2097857130,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,17529445,18732509
UTAH,2216388745,2069794309,1946798534,1831170326,1748837217,1662726982,1594179081,1551598270,1514905517,1503172236,1489881493,1500840247,1411871243,982259328,924841889,885401419,846311189,810108139,762359461,721389614,674939927,637549421,632252691,614804326,613409137,583973266,90096239,106169728,99543344,105540470,101253657,89795738,87348247,88611734,79258498,73759135,60241138,56716448,58643416,217999,768355,1100543,1333815,1125528,1040790,614916,667367,757341,628338,624623,558447,444849,282815202,287647739,258498893,217834212,192318963,181826661,179245317,170446783,166169290,165709193,165582014,173675907,176635818,6498046,7657664,10556176,17283354,14413291,12396226,9152110,8303397,7848702,7366115,9093768,7070186,7852188,1315829378,1246696756,1421814438,1314661119,1272508683,1214059559,1161185597,1127642646,1032241022,1089493030,1189548530,1092619601,903094088,217697833,205211479,187865647,183311537,173430614,165724038,160258852,159531832,156974862,151435926,152515440,152517208,136449468,93017335,87525820,80738850,76825404,70591016,69606618,67587953,65693911,65665331,65807088,60971082,66036955,63099049,392940210,330742792,66552648,65342560,65756126,60350906,77354816,79397303,155852995,86880381,86846441,97625097,82240661,39843559,42384492,36942907,20356810,32550039,29901277,29662085,27565385,23492322,23114679,21634228,22782815,4246318
VERMONT,652218804,630036233,620192189,613349509,599677948,594644451,586196974,581609627,569350961,566646800,572576744,551703336,533205542,371182177,321239180,316833637,317301992,291342205,282120205,264308587,245434576,226733770,173695048,201250832,194306489,190186356,53922656,60866919,58578864,58195984,61557248,57924878,57415602,56855882,50935358,47370358,47957629,47566031,45069275,111168625,114218578,107565516,95943819,84722117,80039112,78423985,69616223,67760530,63350242,64320669,63095207,60837793,22181891,23981603,21439067,20115989,21518477,20458890,21226456,20789896,20910240,22856169,24140751,22898676,21960876,2250031,2828130,2996703,2483789,2560823,2396282,2587305,2017862,2394400,2151203,1934831,2202728,1928507,495351017,394787803,394936456,392544453,390318456,381578985,377124729,375841732,365714637,367692377,355376829,355199111,349984678,120431584,101177199,98355071,90491768,86932882,84839005,80777275,78343885,79834808,76129988,76980579,72045121,68835691,17462483,17293928,17174981,16153532,16850448,16482552,16726868,15247931,16383346,17256853,16069161,14638983,14928185,11073479,7801454,7158235,11238707,15696563,15941302,16596429,15986026,13944001,15790940,20996847,19270705,17879850,2745026,3307498,3149573,2797123,3470786,3123428,3590318,3476776,3621888,4072342,4641410,4746313,4668733
VIRGINIA,6813334766,6575381635,6355683386,6256908236,6054755106,5911977829,5823388878,5739910326,5651526313,5573463752,5674421720,5737097276,5546234649,2808559568,2727374445,2711606494,2499817949,2366965487,2320287441,2149400205,2161327491,1903354811,1732130212,1850324993,1973691776,1967349537,218110548,202987994,228171260,206591441,188633595,179955152,161960825,185967561,195851848,191019241,186658413,172916503,166721957,4935110,4245105,2562627,3496116,4358558,3760366,4456890,5632569,5668310,4325368,4297070,6247588,5852204,351665224,379914969,337541412,342165022,321229072,334466587,307514609,345609068,360644684,353681042,327674381,299200543,313314296,4879562,5002134,4726826,4769849,8686521,5458981,6039619,7351320,6143266,6562616,5805057,5172381,3911421,4121086415,4017423668,3871006087,3841721658,3724630782,3647175616,3590794661,3534058103,3478825048,3501309391,3592438962,3636500107,3518079129,1479452866,1385309409,1349977909,1322755393,1267256398,1232218052,1209416063,1194240714,1144191791,1057982248,1058691825,1061382682,1013623557,280854816,269590653,257269316,248049390,241421550,236999784,235528756,233468419,229054944,227210102,241054485,249731364,239442486,137082492,134616437,135325698,126069743,120800621,117123432,117572199,117684664,111037878,115339051,121985592,122252590,122217101,81839639,89938999,68589650,59660194,63444938,78115210,77266561,77076661,78723060,65761154,63684742,70095143,81266328
WASHINGTON,6405869913,6235936017,5418812749,5000463370,4685619205,4371176063,4197576170,4025955297,3962432531,4120582291,4053728130,4050112414,3818642233,2489436293,2339261575,2080377985,1826380463,1732670553,1526689606,1470545974,1339189593,1324489566,1294235908,1262584164,1339696740,1154375197,583041869,619418094,543076255,471563142,445329005,386895106,339117638,307060749,314111122,349877859,330377287,316145708,286519900,16465717,22580566,20248567,19602543,18773266,16434224,15996604,0,13469862,15825248,14473415,15513974,11015515,293593852,360661871,264685842,283813750,284787811,259107391,249853589,209301894,211497295,249485173,234886918,221772847,242295355,29687839,48534256,47601656,44515820,44333423,42703578,40032133,39191321,37498578,37359403,36786080,38956294,42556283,4119251104,4039078931,3535195721,3239699050,3017976094,2871146928,2769567721,2665501340,2629805462,2568497452,2508542567,2151467220,2306913667,594755774,566461163,479524796,433602483,411725284,378804844,371500146,357270810,352080807,343616480,325521980,337611614,325374782,294114320,278233197,234686274,219466204,207205566,194821182,190284748,185082453,177408928,176318870,166626296,165456614,153798521,428768255,416915233,350897448,307374405,304634661,294693733,282845866,276000790,254146398,477146200,306542039,521732653,522829374,70069472,–,–,–,–,–,–,–,–,–,–,–,–
WEST VIRGINIA,1175303894,1134808980,1086169734,1104748019,1122269200,1138412218,1112276362,1132540683,1146316188,1116784886,1115189822,1114275450,1052098096,564735464,573500730,566420874,558286227,526002741,554776019,567594214,565744612,613798624,747810256,719993741,543052559,506322764,38754528,37151822,37058075,38752547,39032727,39551859,36841261,38032887,40562881,38356655,35873438,33228394,31524385,6140321,5343115,5901632,5886358,4243329,3810201,3806508,3422158,3375035,3717774,2160550,1158277,663169,130127361,136501276,109775159,132865050,131235868,108143378,124118716,110488624,114884246,122536340,134212178,94885630,92283425,1206741,1023285,1309746,1605957,1920832,905360,874488,464260,685851,410530,577697,548520,194276,755898692,732411846,711084736,725190532,737080949,740677753,732412811,748082271,756298,712337237,713560151,709262981,675311589,177195143,161154561,150485285,151736346,155036473,161062541,152040280,152784055,115093781,149621677,152974065,163280428,153022710,49418758,47395692,44814811,45008807,45849288,47709632,46712222,46126686,45735315,44710750,46367513,47145231,45427127,17821582,15945307,14370289,14662785,14678662,8979523,8445124,8266789,7843043,5667026,5338594,5130291,3310361,24304983,38879787,18382085,34130268,44352033,19866051,29760568,14814179,15477765,29984619,30149124,30149124,31912802
WISCONSIN,4093554548,4025544362,3951358886,3898230685,3856289215,3812580611,3760461956,3733732785,3707667522,3855316972,3763087242,3711184204,3571389694,1758682085,1748822733,1701750100,1631245306,1623438789,1632340312,1637784033,1641083075,1651212432,1997076709,1872609599,1802494581,1719827769,106296995,110656435,104715657,100317916,90922291,90693944,89518805,87952675,106133250,103837498,100189072,97994205,89780410,253638484,244261835,224652389,235115590,202664176,200573422,191399041,173090295,154252373,137966135,115345206,112627776,105917157,247055619,252188557,251444715,248504248,225236459,220874280,228366078,203507318,193773772,211031497,222544822,198212718,196466650,15394879,17706803,17018559,23275134,20422600,21933833,21348004,18156380,17050397,17251633,14505220,13024767,10433657,2830788047,2802689829,2768089464,2837686579,2826609488,2554493879,2525740851,2509780530,2500626932,2612082858,2844275006,2810160782,2700737155,901872156,867570739,843498870,824185312,797092661,784656897,771268236,764512702,749954282,765841906,744081242,724729817,697783554,169628820,165909331,162257844,158657454,155263471,154567099,152572728,152708008,153796842,165666682,166362757,167849605,164805993,160291906,160623889,151864043,53002364,48531043,133125485,129340444,126405715,126206421,127071536,–,–,–,37030739,37484402,40295925,39469710,36057336,36948658,39366938,33162728,31404673,36477223,38077754,39913969,36179018
WYOMING,585848590,576403893,574134553,583956969,585983430,578250449,565065594,555466980,550835923,539711280,527000025,504323903,479265386,271986554,255518966,254895891,259585129,257877016,241819182,231335943,226366985,223092539,212490901,192181725,176771384,167150235,30259641,30948395,29584366,31324882,33596567,32337793,29707294,28148300,28730306,27788267,26703166,25481216,24382083,3245809,2212363,1838511,1794864,2373412,2531811,1659751,2004314,1594091,1109727,1089885,996214,1018269,43416033,44349042,43095161,42382824,42784680,42259785,38526939,35745913,41884922,44554119,40613327,37273343,32024159,1288453,1406268,1239324,1215491,1249589,1244154,1296671,1144365,1255390,1236770,1128004,1042495,1007341,368912324,363372432,361526132,370827113,374884381,368957991,362028153,357626656,351917470,342870050,342983854,329853408,316380281,85588888,82648682,80543641,87725343,105345116,104313505,101681603,99012693,98556611,98280322,92135843,87668479,83974226,15610521,15939985,17860368,17774685,17570467,16901829,16940323,16616191,16762927,16721280,14139935,14476774,13191135,43824696,43845668,44357948,40078160,21886971,20895282,19952831,19466518,19306577,19002776,18190674,17368648,16243910,5380697,6529116,7069799,6977144,6582386,5950042,8459424,6176700,9727730,6178906,8043268,6932622,7294960


Data Source: U.S. Department of Education National Center for Education Statistics Common Core of Data (CCD) "National Public Education Financial Survey (State Fiscal)" 2021-22 (FY 2022) v.1a  2021-22 (FY 2022) v.1b  2021-22 (FY 2022) v.2a; "State Nonfiscal Public Elementary/Secondary Education Survey" 2022-23 v.1a.

† indicates that the data are not applicable.
– indicates that the data are missing.
‡ indicates that the data do not meet NCES data quality standards.
